380	284	85
381	236	130
382	211	116
383	220	149
384	179	108
385	204	121
386	187	116
387	222	120
388	232	138
389	194	111
390	288	135
391	180	91
392	230	141
393	202	133
394	231	121
395	230	112
396	200	123
397	166	82
398	188	121
399	214	127
400	218	88
401	231	123
402	197	138
403	226	113
404	195	108
405	196	93
406	237	92
407	247	99
408	184	122
409	205	108
410	237	110
411	209	121
412	226	106
413	197	76
414	201	114
415	193	116
416	279	77
417	201	126
418	224	118
419	201	135
420	209	126
421	193	114
422	212	83
423	173	120
424	258	115
425	224	142
426	203	113
427	251	119
428	224	129
429	268	85
430	180	83
431	199	109
432	254	133
433	236	115
434	202	104
435	259	135
436	194	133
437	223	146
438	198	127
439	204	79
440	210	142
441	250	157
442	237	134
443	242	100
444	200	120
445	248	115
446	252	113
447	216	110
448	234	120
449	245	151
450	197	125
451	220	143
452	241	133
453	276	102
454	207	101
455	226	142
456	252	121
457	213	108
458	210	126
459	195	92
460	261	153
461	219	111
462	191	92
463	175	111
464	228	128
465	190	92
466	231	120
467	190	123
468	255	147
469	232	148
470	227	143
471	200	114
472	201	123
473	211	117
474	206	107
475	241	78
476	192	107
477	209	74
478	215	120
479	202	129
480	206	89
481	225	144
482	192	112
483	257	121
484	215	118
485	227	133
486	222	102
487	239	112
488	181	116
489	242	138
490	196	114
491	254	141
492	243	126
493	184	124
494	203	83
495	264	129
496	188	108
497	187	135
498	204	148
499	183	126
500	231	127
501	226	107
502	215	138
503	272	147
504	212	124
505	232	140
506	259	145
507	197	124
508	238	109
509	290	121
510	221	133
511	231	80
512	199	142
513	232	119
514	186	111
515	239	99
516	199	125
517	232	127
518	237	149
519	170	115
520	229	140
521	155	93
522	238	85
523	212	113
524	224	146
525	199	82
526	190	107
527	228	145
528	209	134
529	274	110
530	191	121
531	199	113
532	204	122
533	197	85
534	193	118
535	242	100
536	213	125
537	212	123
538	179	114
539	229	104
540	197	128
541	270	129
542	194	98
543	232	100
544	220	132
545	258	125
546	217	117
547	188	112
548	192	118
549	222	137
550	304	118
551	221	136
552	227	134
553	211	103
554	203	106
555	224	88
556	213	138
557	197	146
558	214	101
559	199	121
560	205	87
561	168	72
562	202	144
563	262	107
564	232	97
565	280	142
566	200	133
567	216	115
568	180	125
569	171	80
570	216	120
571	199	107
572	261	89
573	232	142
574	235	126
575	235	150
576	236	87
577	220	115
578	236	86
579	199	111
580	233	111
581	209	99
582	195	128
583	208	125
584	210	112
585	205	116
586	223	149
587	202	103
588	233	135
589	260	123
590	198	76
591	207	127
592	256	90
593	213	94
594	189	119
595	226	120
596	204	123
597	184	120
598	224	132
599	221	100
600	246	111
601	213	110
602	221	128
603	251	88
604	185	120
605	193	116
606	234	146
607	253	85
608	164	104
609	212	144
610	229	100
611	159	111
612	246	171
613	236	89
614	215	128
615	202	130
616	235	143
617	181	74
618	201	141
619	186	113
620	226	154
621	216	130
622	199	115
623	283	135
624	259	95
625	195	134
626	223	134
627	201	93
628	278	130
629	245	97
630	219	139
631	183	113
632	187	89
633	217	121
634	197	130
635	214	111
636	165	107
637	197	115
638	227	111
639	190	118
640	223	109
641	184	105
642	180	92
643	237	109
644	201	125
645	268	142
646	212	130
647	183	130
648	270	134
649	223	121
650	206	144
651	247	136
652	238	99
653	256	82
654	183	119
655	199	101
656	221	103
657	170	78
658	206	134
659	210	126
660	206	122
661	196	132
662	181	116
663	223	146
664	217	103
665	198	128
666	155	117
667	230	104
668	291	114
669	231	131
670	250	152
671	188	111
672	191	120
673	202	131
674	195	96
675	254	119
676	204	90
677	236	136
678	201	77
679	235	100
680	217	125
681	178	115
682	175	105
683	223	131
684	193	120
685	206	112
686	198	84
687	255	115
688	184	74
689	170	98
690	185	84
691	266	115
692	256	131
693	186	104
694	232	140
695	201	79
696	197	113
697	154	109
698	183	110
699	194	97
700	228	85
701	274	106
702	221	131
703	225	126
704	191	116
705	214	118
706	178	124
707	204	131
708	206	118
709	186	114
710	178	118
711	253	126
712	221	104
713	171	101
714	269	137
715	220	92
716	213	110
717	205	70
718	241	140
719	177	110
720	190	119
721	249	114
722	215	92
723	256	125
724	252	124
725	220	100
726	202	106
727	214	91
728	189	88
729	218	145
730	209	135
731	251	72
732	219	92
733	215	129
734	232	150
735	220	138
736	217	36
737	261	144
738	214	122
739	217	129
740	197	133
741	227	120
742	200	113
743	251	113
744	187	102
745	217	85
746	295	143
747	209	120
748	207	96
749	189	137
750	286	109
751	229	118
752	210	130
753	213	130
754	198	119
755	214	117
756	259	143
757	210	127
758	195	99
759	194	93
760	192	116
761	197	125
762	184	121
763	256	106
764	192	96
765	189	79
766	207	99
767	146	71
768	249	71
769	205	93
770	243	133
771	202	109
772	245	161
773	282	125
774	189	116
775	177	109
776	189	125
777	271	65
778	247	145
779	182	82
780	217	144
781	183	120
782	225	135
783	206	127
784	217	141
785	208	92
786	229	66
787	240	113
788	197	119
789	214	135
790	164	91
791	225	125
792	234	129
793	210	141
794	245	118
795	209	78
796	200	114
797	263	108
798	204	108
799	228	92
800	233	133
801	228	118
802	214	135
803	217	58
804	209	125
805	213	78
806	197	113
807	221	91
808	192	123
809	239	99
810	234	100
811	234	108
812	235	147
813	173	101
814	184	113
815	179	120
816	204	92
817	234	116
818	273	95
819	262	88
820	210	106
821	188	122
822	202	128
823	207	139
824	187	88
825	215	115
826	173	77
827	166	108
828	236	142
829	203	128
830	267	145
831	208	138
832	222	114
833	231	129
834	213	135
835	261	157
836	220	126
837	232	138
838	221	83
839	222	112
840	199	104
841	181	73
842	174	99
843	229	136
844	288	117
845	214	136
846	191	97
847	242	114
848	182	121
849	253	150
850	192	107
851	248	111
852	229	145
853	226	114
854	197	133
855	207	111
856	207	116
857	260	121
858	242	104
859	263	97
860	189	79
861	240	125
862	224	80
863	233	105
864	196	82
865	245	108
866	253	128
867	140	72
868	191	87
869	231	148
870	252	142
871	193	129
872	192	107
873	221	132
874	186	78
875	198	129
876	206	114
877	253	139
878	207	119
879	216	139
880	216	69
881	233	129
882	202	110
883	209	117
884	245	150
885	198	86
886	200	107
887	248	144
888	209	98
889	209	101
890	209	115
891	252	114
892	204	101
893	193	126
894	210	72
895	195	121
896	196	92
897	185	121
898	215	127
899	223	138
900	246	85
901	261	128
902	179	109
903	186	113
904	242	155
905	198	116
906	243	143
907	198	95
908	204	86
909	200	133
910	260	120
911	150	82
912	197	144
913	273	116
914	227	125
915	220	152
916	198	106
917	265	86
918	223	123
919	262	132
920	182	115
921	222	115
922	265	79
923	220	137
924	197	70
925	235	114
926	158	69
927	154	109
928	179	89
929	224	99
930	214	132
931	202	113
932	272	131
933	249	78
934	228	87
935	193	126
936	228	116
937	200	108
938	234	114
939	222	165
940	194	81
941	178	129
942	222	120
943	210	85
944	217	81
945	233	131
946	227	113
947	225	142
948	226	145
949	226	120
950	201	103
951	238	91
952	262	75
953	201	123
954	239	113
955	234	138
956	202	84
957	191	123
958	210	81
959	202	106
960	193	81
961	191	76
962	186	117
963	234	74
964	208	124
965	222	84
966	218	126
967	222	156
968	233	107
969	262	103
970	218	126
971	196	93
972	239	157
973	250	144
974	205	73
975	208	137
976	265	148
977	232	143
978	185	117
979	258	142
980	210	138
981	234	75
982	164	104
983	273	162
984	223	127
985	245	84
986	166	105
987	217	118
988	187	119
989	202	119
990	225	144
991	192	102
992	253	116
993	213	110
994	264	116
995	212	133
996	213	127
997	213	127
998	200	89
999	227	98
